ndex,name,form,regional,type,type2,generation,isLegendary,isMythical,isUltraBeast,family,size,NA_Kanto_Kdex,NA_Johto_Jdex,GenerationIII_Hoenn_Hdex,GenerationVI_Hoenn_Hdex,NA_Sinnoh_Sdex,BlackandWhite_Unova_Udex,Black2andWhite2_Unova_Udex,NA_Blueberry_BBdex,NA_Kalos_CeKdex,NA_Kalos_CoKdex,NA_Kalos_MoKdex,SunandMoon_Alola_Adex,SunandMoon_Alola_Melemele,SunandMoon_Alola_Akala,SunandMoon_Alola_Ula'ula,SunandMoon_Alola_Poni,UltraSunandUltraMoon_Alola_Adex,UltraSunandUltraMoon_Alola_Melemele,UltraSunandUltraMoon_Alola_Akala,UltraSunandUltraMoon_Alola_Ula'ula,UltraSunandUltraMoon_Alola_Poni,NA_Galar_Gdex,NA_IsleofArmor_IoAdex,NA_CrownTundra_CTdex,NA_Hisui_LAdex,NA_Paldea_Pdex,NA_Kitakami_Kdex
188,Skiploom,NA,NA,Grass,Flying,2,FALSE,FALSE,FALSE,NA,NA,NA,68,333,NA,NA,NA,NA,NA,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA
189,Jumpluff,NA,NA,Grass,Flying,2,FALSE,FALSE,FALSE,NA,NA,NA,69,334,NA,NA,NA,NA,NA,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA
190,Aipom,NA,NA,Normal,NA,2,FALSE,FALSE,FALSE,NA,NA,NA,123,335,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,368,NA,NA,NA,115,NA,NA,NA,78,NA,47
191,Sunkern,NA,NA,Grass,NA,2,FALSE,FALSE,FALSE,NA,NA,NA,103,336,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA
192,Sunflora,NA,NA,Grass,NA,2,FALSE,FALSE,FALSE,NA,NA,NA,104,337,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA
193,Yanma,NA,NA,Bug,Flying,2,FALSE,FALSE,FALSE,NA,NA,NA,101,338,NA,183,NA,286,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,3
194,Wooper,NA,NA,Water,Ground,2,FALSE,FALSE,FALSE,NA,NA,NA,56,339,NA,117,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,58,NA,NA,NA,5
194,Wooper,NA,Paldean Form,Poison,Ground,2,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195,Quagsire,NA,NA,Water,Ground,2,FALSE,FALSE,FALSE,NA,NA,NA,57,340,NA,118,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,59,NA,NA,NA,6
196,Espeon,NA,NA,Psychic,NA,2,FALSE,FALSE,FALSE,NA,NA,NA,188,341,NA,167,NA,95,NA,NA,81,NA,127,NA,54,NA,NA,157,NA,58,NA,NA,200,NA,79,29,183,NA
197,Umbreon,NA,NA,Dark,NA,2,FALSE,FALSE,FALSE,NA,NA,NA,189,342,NA,168,NA,96,NA,NA,82,NA,128,NA,55,NA,NA,158,NA,59,NA,NA,201,NA,78,30,184,NA
198,Murkrow,NA,NA,Dark,Flying,2,FALSE,FALSE,FALSE,NA,NA,NA,213,343,NA,74,NA,NA,NA,NA,NA,51,277,NA,NA,NA,92,78,78,NA,NA,NA,NA,NA,NA,140,232,NA
199,Slowking,NA,NA,Water,Psychic,2,FALSE,FALSE,FALSE,NA,NA,NA,82,344,NA,NA,NA,NA,NA,NA,135,NA,39,39,NA,20,NA,46,46,NA,20,NA,NA,3,NA,NA,326,NA
199,Slowking,NA,Galarian Form,Poison,Psychic,2,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
200,Misdreavus,NA,NA,Ghost,NA,2,FALSE,FALSE,FALSE,NA,NA,NA,219,345,NA,72,NA,NA,NA,NA,NA,NA,66,66,NA,NA,NA,372,NA,NA,NA,119,NA,NA,NA,197,114,NA
201,Unown,One form,NA,Psychic,NA,2,FALSE,FALSE,FALSE,NA,NA,NA,61,346,NA,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142,NA,NA
202,Wobbuffet,NA,NA,Psychic,NA,2,FALSE,FALSE,FALSE,NA,NA,NA,108,161,168,NA,NA,NA,NA,NA,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217,NA,NA,NA,NA,NA
203,Girafarig,NA,NA,Normal,Psychic,2,FALSE,FALSE,FALSE,NA,NA,NA,149,164,171,121,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192,NA
204,Pineco,NA,NA,Bug,NA,2,FALSE,FALSE,FALSE,NA,NA,NA,93,347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268,NA,NA,89,NA,NA,NA,NA,NA,258,NA
205,Forretress,NA,NA,Bug,Steel,2,FALSE,FALSE,FALSE,NA,NA,NA,94,348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269,NA,NA,90,NA,NA,NA,NA,NA,259,NA
206,Dunsparce,NA,NA,Normal,NA,2,FALSE,FALSE,FALSE,NA,NA,NA,52,349,NA,NA,NA,35,NA,40,NA,NA,NA,NA,NA,NA,NA,63,63,NA,NA,NA,NA,52,NA,NA,188,160
207,Gligar,NA,NA,Ground,Flying,2,FALSE,FALSE,FALSE,NA,NA,NA,193,350,NA,153,NA,221,NA,NA,NA,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,NA,121
208,Steelix,NA,NA,Steel,Ground,2,FALSE,FALSE,FALSE,NA,NA,NA,63,351,NA,35,NA,72,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179,NA,NA,119,NA,NA
209,Snubbull,NA,NA,Fairy,NA,2,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,NA,71,NA,258,NA,NA,NA,73,339,NA,NA,NA,86,NA,NA,NA,NA,NA,NA
210,Granbull,NA,NA,Fairy,NA,2,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,152,NA,72,NA,259,NA,NA,NA,74,340,NA,NA,NA,87,NA,NA,NA,NA,NA,NA
211,Qwilfish,NA,NA,Water,Poison,2,FALSE,FALSE,FALSE,NA,NA,NA,163,354,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304,NA,NA,NA,331,NA
211,Qwilfish,NA,Hisuian Form,Dark,Poison,2,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA
212,Scizor,NA,NA,Bug,Steel,2,FALSE,FALSE,FALSE,NA,NA,NA,112,355,NA,196,NA,NA,20,NA,NA,137,276,NA,NA,NA,91,366,NA,NA,NA,113,NA,119,NA,74,261,NA
213,Shuckle,NA,NA,Bug,Rock,2,FALSE,FALSE,FALSE,NA,NA,NA,168,356,NA,NA,NA,232,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227,NA,170,NA,NA,NA
214,Heracross,NA,NA,Bug,Fighting,2,FALSE,FALSE,FALSE,NA,NA,NA,114,168,175,62,NA,145,NA,NA,131,NA,NA,NA,NA,NA,NA,367,NA,NA,NA,114,NA,121,NA,75,262,49
215,Sneasel,NA,NA,Dark,Ice,2,FALSE,FALSE,FALSE,NA,NA,NA,218,357,NA,144,NA,252,NA,NA,NA,91,249,NA,NA,121,NA,326,NA,NA,147,NA,292,NA,28,202,230,170
215,Sneasel,NA,Hisuian Form,Fighting,Poison,2,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,NA,NA
216,Teddiursa,NA,NA,Normal,NA,2,FALSE,FALSE,FALSE,NA,NA,NA,198,358,NA,NA,NA,NA,NA,NA,NA,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,215,NA
217,Ursaring,NA,NA,Normal,NA,2,FALSE,FALSE,FALSE,NA,NA,NA,199,359,NA,NA,NA,NA,NA,NA,NA,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,216,NA
218,Slugma,NA,NA,Fire,NA,2,FALSE,FALSE,FALSE,NA,NA,NA,216,103,108,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144
219,Magcargo,NA,NA,Fire,Rock,2,FALSE,FALSE,FALSE,NA,NA,NA,217,104,109,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145
220,Swinub,NA,NA,Ice,Ground,2,FALSE,FALSE,FALSE,NA,NA,NA,195,360,NA,203,NA,258,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,7,212,NA,50
221,Piloswine,NA,NA,Ice,Ground,2,FALSE,FALSE,FALSE,NA,NA,NA,196,361,NA,204,NA,259,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,8,213,NA,51
222,Corsola,NA,NA,Water,Rock,2,FALSE,FALSE,FALSE,NA,NA,NA,173,180,189,NA,NA,237,NA,NA,146,NA,112,112,44,NA,NA,135,135,44,NA,NA,236,NA,NA,NA,NA,NA
222,Corsola,NA,Galarian Form,Ghost,NA,2,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236,NA,NA,NA,NA,NA
223,Remoraid,NA,NA,Water,NA,2,FALSE,FALSE,FALSE,NA,NA,NA,174,362,NA,132,NA,235,NA,NA,144,NA,NA,NA,NA,NA,NA,143,143,47,NA,NA,148,44,NA,146,NA,NA
224,Octillery,NA,NA,Water,NA,2,FALSE,FALSE,FALSE,NA,NA,NA,175,363,NA,133,NA,236,NA,NA,145,NA,NA,NA,NA,NA,NA,144,144,48,NA,NA,149,45,NA,147,NA,NA
225,Delibird,NA,NA,Ice,Flying,2,FALSE,FALSE,FALSE,NA,NA,NA,194,364,NA,NA,NA,254,NA,NA,NA,90,81,81,NA,NA,NA,95,95,NA,NA,NA,78,NA,120,NA,354,NA
226,Mantine,NA,NA,Water,Flying,2,FALSE,FALSE,FALSE,NA,NA,NA,202,365,NA,141,NA,234,NA,NA,140,NA,NA,NA,NA,NA,NA,146,146,50,NA,NA,355,47,NA,165,NA,NA
227,Skarmory,NA,NA,Steel,Flying,2,FALSE,FALSE,FALSE,NA,NA,NA,203,115,120,NA,NA,203,113,NA,NA,112,208,NA,NA,80,72,270,NA,NA,91,85,NA,153,NA,NA,NA,NA
228,Houndour,NA,NA,Dark,Fire,2,FALSE,FALSE,FALSE,NA,NA,NA,214,366,NA,176,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,289,NA,NA,110,NA,NA,NA,NA,NA,25,123
229,Houndoom,NA,NA,Dark,Fire,2,FALSE,FALSE,FALSE,NA,NA,NA,215,367,NA,177,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,290,NA,NA,111,NA,NA,NA,NA,NA,26,124
230,Kingdra,NA,NA,Water,Dragon,2,FALSE,FALSE,FALSE,NA,NA,NA,192,186,195,NA,NA,NA,54,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,NA
231,Phanpy,NA,NA,Ground,NA,2,FALSE,FALSE,FALSE,NA,NA,NA,200,165,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,NA
232,Donphan,NA,NA,Ground,NA,2,FALSE,FALSE,FALSE,NA,NA,NA,201,166,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,NA
233,Porygon2,NA,NA,Normal,NA,2,FALSE,FALSE,FALSE,NA,NA,NA,221,368,NA,193,NA,NA,130,NA,NA,NA,218,NA,NA,90,NA,282,NA,NA,103,NA,NA,209,NA,134,NA,NA
234,Stantler,NA,NA,Normal,NA,2,FALSE,FALSE,FALSE,NA,NA,NA,131,369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,204,53
235,Smeargle,NA,NA,Normal,NA,2,FALSE,FALSE,FALSE,NA,NA,NA,159,370,NA,NA,NA,NA,40,124,NA,NA,58,58,NA,NA,NA,70,70,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,Tyrogue,NA,NA,Fighting,NA,2,FALSE,FALSE,FALSE,NA,NA,NA,145,371,NA,NA,NA,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,NA,NA,NA,NA
237,Hitmontop,NA,NA,Fighting,NA,2,FALSE,FALSE,FALSE,NA,NA,NA,148,372,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,NA,NA,NA,NA
238,Smoochum,NA,NA,Ice,Psychic,2,FALSE,FALSE,FALSE,NA,NA,NA,154,373,NA,NA,NA,NA,NA,NA,NA,83,NA,NA,NA,NA,NA,109,109,NA,NA,NA,NA,NA,13,NA,NA,NA
239,Elekid,NA,NA,Electric,NA,2,FALSE,FALSE,FALSE,NA,NA,NA,156,374,NA,197,NA,56,10,NA,NA,NA,226,NA,NA,98,NA,295,NA,NA,116,NA,NA,NA,15,182,NA,NA
240,Magby,NA,NA,Fire,NA,2,FALSE,FALSE,FALSE,NA,NA,NA,152,375,NA,200,NA,53,13,NA,NA,NA,166,NA,93,NA,NA,200,NA,101,NA,NA,NA,NA,18,174,NA,NA
241,Miltank,NA,NA,Normal,NA,2,FALSE,FALSE,FALSE,NA,NA,NA,151,376,NA,NA,NA,NA,NA,NA,126,NA,138,NA,65,NA,62,171,NA,72,NA,74,NA,117,NA,NA,NA,NA
242,Blissey,NA,NA,Normal,NA,2,FALSE,FALSE,FALSE,NA,NA,NA,223,377,NA,98,NA,NA,18,NA,NA,NA,34,34,18,17,10,41,41,18,17,17,NA,8,NA,88,45,NA
243,Raikou,NA,NA,Electric,NA,2,TRUE,FALSE,FALSE,Legendary beasts,trios,NA,243,378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,Entei,NA,NA,Fire,NA,2,TRUE,FALSE,FALSE,Legendary beasts,trios,NA,244,379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,Suicune,NA,NA,Water,NA,2,TRUE,FALSE,FALSE,Legendary beasts,trios,NA,245,380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,Larvitar,NA,NA,Rock,Ground,2,FALSE,FALSE,FALSE,NA,NA,NA,249,381,NA,NA,NA,292,NA,NA,NA,102,NA,NA,NA,NA,NA,247,NA,148,NA,NA,383,NA,139,NA,316,NA
247,Pupitar,NA,NA,Rock,Ground,2,FALSE,FALSE,FALSE,NA,NA,NA,250,382,NA,NA,NA,293,NA,NA,NA,103,NA,NA,NA,NA,NA,248,NA,149,NA,NA,384,NA,140,NA,317,NA
248,Tyranitar,NA,NA,Rock,Dark,2,FALSE,FALSE,FALSE,NA,NA,NA,251,383,NA,NA,NA,294,NA,NA,NA,104,NA,NA,NA,NA,NA,249,NA,150,NA,NA,385,NA,141,NA,318,NA
249,Lugia,NA,NA,Psychic,Flying,2,TRUE,FALSE,FALSE,Tower duo,duos,NA,252,384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,Ho-Oh,NA,NA,Fire,Flying,2,TRUE,FALSE,FALSE,Tower duo,duos,NA,253,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,Celebi,NA,NA,Psychic,Grass,2,FALSE,TRUE,FALSE,NA,NA,NA,256,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,Treecko,NA,NA,Grass,NA,3,FALSE,FALSE,FALSE,NA,NA,NA,NA,1,1,NA,NA,NA,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,Grovyle,NA,NA,Grass,NA,3,FALSE,FALSE,FALSE,NA,NA,NA,NA,2,2,NA,NA,NA,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,Sceptile,NA,NA,Grass,NA,3,FALSE,FALSE,FALSE,NA,NA,NA,NA,3,3,NA,NA,NA,184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,Torchic,NA,NA,Fire,NA,3,FALSE,FALSE,FALSE,NA,NA,NA,NA,4,4,NA,NA,NA,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,Combusken,NA,NA,Fire,Fighting,3,FALSE,FALSE,FALSE,NA,NA,NA,NA,5,5,NA,NA,NA,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,Blaziken,NA,NA,Fire,Fighting,3,FALSE,FALSE,FALSE,NA,NA,NA,NA,6,6,NA,NA,NA,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Mudkip,NA,NA,Water,NA,3,FALSE,FALSE,FALSE,NA,NA,NA,NA,7,7,NA,NA,NA,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,Marshtomp,NA,NA,Water,Ground,3,FALSE,FALSE,FALSE,NA,NA,NA,NA,8,8,NA,NA,NA,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,Swampert,NA,NA,Water,Ground,3,FALSE,FALSE,FALSE,NA,NA,NA,NA,9,9,NA,NA,NA,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,Poochyena,NA,NA,Dark,NA,3,FALSE,FALSE,FALSE,NA,NA,NA,NA,10,10,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
262,Mightyena,NA,NA,Dark,NA,3,FALSE,FALSE,FALSE,NA,NA,NA,NA,11,11,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
263,Zigzagoon,NA,NA,Normal,NA,3,FALSE,FALSE,FALSE,NA,NA,NA,NA,12,12,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,71,NA,NA,NA
263,Zigzagoon,NA,Galarian Form,Dark,Normal,3,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,71,NA,NA,NA
264,Linoone,NA,NA,Normal,NA,3,FALSE,FALSE,FALSE,NA,NA,NA,NA,13,13,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,72,NA,NA,NA
264,Linoone,NA,Galarian Form,Dark,Normal,3,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,72,NA,NA,NA
265,Wurmple,NA,NA,Bug,NA,3,FALSE,FALSE,FALSE,NA,NA,NA,NA,14,14,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA
266,Silcoon,NA,NA,Bug,NA,3,FALSE,FALSE,FALSE,NA,NA,NA,NA,15,15,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA
267,Beautifly,NA,NA,Bug,Flying,3,FALSE,FALSE,FALSE,NA,NA,NA,NA,16,16,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA
268,Cascoon,NA,NA,Bug,NA,3,FALSE,FALSE,FALSE,NA,NA,NA,NA,17,17,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA
269,Dustox,NA,NA,Bug,Poison,3,FALSE,FALSE,FALSE,NA,NA,NA,NA,18,18,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA
270,Lotad,NA,NA,Water,Grass,3,FALSE,FALSE,FALSE,NA,NA,NA,NA,19,19,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,104
271,Lombre,NA,NA,Water,Grass,3,FALSE,FALSE,FALSE,NA,NA,NA,NA,20,20,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,105
272,Ludicolo,NA,NA,Water,Grass,3,FALSE,FALSE,FALSE,NA,NA,NA,NA,21,21,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,106
273,Seedot,NA,NA,Grass,NA,3,FALSE,FALSE,FALSE,NA,NA,NA,NA,22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,54
274,Nuzleaf,NA,NA,Grass,Dark,3,FALSE,FALSE,FALSE,NA,NA,NA,NA,23,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,55
275,Shiftry,NA,NA,Grass,Dark,3,FALSE,FALSE,FALSE,NA,NA,NA,NA,24,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,56
276,Taillow,NA,NA,Normal,Flying,3,FALSE,FALSE,FALSE,NA,NA,NA,NA,25,25,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,Swellow,NA,NA,Normal,Flying,3,FALSE,FALSE,FALSE,NA,NA,NA,NA,26,26,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
278,Wingull,NA,NA,Water,Flying,3,FALSE,FALSE,FALSE,NA,NA,NA,NA,27,27,119,NA,212,NA,NA,17,NA,40,40,19,21,11,47,47,19,21,18,62,48,NA,NA,132,NA
279,Pelipper,NA,NA,Water,Flying,3,FALSE,FALSE,FALSE,NA,NA,NA,NA,28,28,120,NA,213,NA,NA,18,NA,41,41,20,22,12,48,48,20,22,19,63,49,NA,NA,133,NA
280,Ralts,NA,NA,Psychic,Fairy,3,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,34,NA,101,62,57
281,Kirlia,NA,NA,Psychic,Fairy,3,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,35,NA,102,63,58
282,Gardevoir,NA,NA,Psychic,Fairy,3,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,36,NA,103,64,59
283,Surskit,NA,NA,Bug,Water,3,FALSE,FALSE,FALSE,NA,NA,NA,NA,32,33,NA,NA,NA,NA,47,NA,NA,139,NA,66,60,NA,172,NA,73,66,NA,NA,NA,NA,NA,49,149
284,Masquerain,NA,NA,Bug,Flying,3,FALSE,FALSE,FALSE,NA,NA,NA,NA,33,34,NA,NA,NA,NA,48,NA,NA,140,NA,67,61,NA,173,NA,74,67,NA,NA,NA,NA,NA,50,150
285,Shroomish,NA,NA,Grass,NA,3,FALSE,FALSE,FALSE,NA,NA,NA,NA,34,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,NA
286,Breloom,NA,NA,Grass,Fighting,3,FALSE,FALSE,FALSE,NA,NA,NA,NA,35,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,NA
287,Slakoth,NA,NA,Normal,NA,3,FALSE,FALSE,FALSE,NA,NA,NA,NA,36,37,NA,NA,276,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,NA
288,Vigoroth,NA,NA,Normal,NA,3,FALSE,FALSE,FALSE,NA,NA,NA,NA,37,38,NA,NA,277,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,NA
289,Slaking,NA,NA,Normal,NA,3,FALSE,FALSE,FALSE,NA,NA,NA,NA,38,39,NA,NA,278,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA
290,Nincada,NA,NA,Bug,Ground,3,FALSE,FALSE,FALSE,NA,NA,NA,NA,42,43,NA,NA,NA,NA,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,NA,NA,NA,NA,NA
291,Ninjask,NA,NA,Bug,Flying,3,FALSE,FALSE,FALSE,NA,NA,NA,NA,43,44,NA,NA,NA,NA,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,NA,NA,NA
292,Shedinja,NA,NA,Bug,Ghost,3,FALSE,FALSE,FALSE,NA,NA,NA,NA,44,45,NA,NA,NA,NA,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,NA,NA,NA,NA,NA
