"ndex","name","form","regional","Gen","MegaOrPrimal","Mega","Exp","note","HP","Attack","Defense","SpAttack","SpDefense","Speed","TotalEVs"
753,"Fomantis",NA,NA,"VIII",NA,NA,50,NA,0,1,0,0,0,0,1
754,"Lurantis",NA,NA,"VIII",NA,NA,168,NA,0,2,0,0,0,0,2
755,"Morelull",NA,NA,"VIII",NA,NA,57,NA,0,0,0,0,1,0,1
756,"Shiinotic",NA,NA,"VIII",NA,NA,142,NA,0,0,0,0,2,0,2
757,"Salandit",NA,NA,"VIII",NA,NA,64,NA,0,0,0,0,0,1,1
758,"Salazzle",NA,NA,"VIII",NA,NA,168,NA,0,0,0,0,0,2,2
759,"Stufful",NA,NA,"VIII",NA,NA,68,NA,0,1,0,0,0,0,1
760,"Bewear",NA,NA,"VIII",NA,NA,175,NA,0,2,0,0,0,0,2
761,"Bounsweet",NA,NA,"VIII",NA,NA,42,NA,1,0,0,0,0,0,1
762,"Steenee",NA,NA,"VIII",NA,NA,102,NA,0,0,0,0,0,2,2
763,"Tsareena",NA,NA,"VIII",NA,NA,255,NA,0,3,0,0,0,0,3
764,"Comfey",NA,NA,"VIII",NA,NA,170,NA,0,0,0,0,2,0,2
765,"Oranguru",NA,NA,"VIII",NA,NA,172,NA,0,0,0,0,2,0,2
766,"Passimian",NA,NA,"VIII",NA,NA,172,NA,0,2,0,0,0,0,2
767,"Wimpod",NA,NA,"VIII",NA,NA,46,NA,0,0,0,0,0,1,1
768,"Golisopod",NA,NA,"VIII",NA,NA,186,NA,0,0,2,0,0,0,2
769,"Sandygast",NA,NA,"VIII",NA,NA,64,NA,0,0,1,0,0,0,1
770,"Palossand",NA,NA,"VIII",NA,NA,168,NA,0,0,2,0,0,0,2
771,"Pyukumuku",NA,NA,"VIII",NA,NA,144,NA,0,0,0,0,2,0,2
772,"Type: Null",NA,NA,"VIII",NA,NA,107,NA,2,0,0,0,0,0,2
773,"Silvally",NA,NA,"VIII",NA,NA,285,NA,3,0,0,0,0,0,3
774,"Minior","Meteor Form",NA,"VIII",NA,NA,154,NA,0,0,1,0,1,0,2
774,"Minior","Meteor Form",NA,"VIII",NA,NA,154,NA,0,0,1,0,1,0,2
774,"Minior","All Core Forms",NA,"VIII",NA,NA,175,NA,0,1,0,1,0,0,2
774,"Minior","All Core Forms",NA,"VIII",NA,NA,175,NA,0,1,0,1,0,0,2
775,"Komala",NA,NA,"VIII",NA,NA,168,NA,0,2,0,0,0,0,2
776,"Turtonator",NA,NA,"VIII",NA,NA,170,NA,0,0,2,0,0,0,2
777,"Togedemaru",NA,NA,"VIII",NA,NA,152,NA,0,2,0,0,0,0,2
778,"Mimikyu",NA,NA,"VIII",NA,NA,167,NA,0,0,0,0,2,0,2
778,"Mimikyu",NA,NA,"VIII",NA,NA,167,NA,0,0,0,0,2,0,2
779,"Bruxish",NA,NA,"VIII",NA,NA,166,NA,0,2,0,0,0,0,2
780,"Drampa",NA,NA,"VIII",NA,NA,170,NA,0,0,0,2,0,0,2
781,"Dhelmise",NA,NA,"VIII",NA,NA,181,NA,0,2,0,0,0,0,2
782,"Jangmo-o",NA,NA,"VIII",NA,NA,60,NA,0,0,1,0,0,0,1
783,"Hakamo-o",NA,NA,"VIII",NA,NA,147,NA,0,0,2,0,0,0,2
784,"Kommo-o",NA,NA,"VIII",NA,NA,300,NA,0,0,3,0,0,0,3
785,"Tapu Koko",NA,NA,"VIII",NA,NA,285,NA,0,0,0,0,0,3,3
786,"Tapu Lele",NA,NA,"VIII",NA,NA,285,NA,0,0,0,3,0,0,3
787,"Tapu Bulu",NA,NA,"VIII",NA,NA,285,NA,0,3,0,0,0,0,3
788,"Tapu Fini",NA,NA,"VIII",NA,NA,285,NA,0,0,0,0,3,0,3
789,"Cosmog",NA,NA,"VIII",NA,NA,40,NA,1,0,0,0,0,0,1
790,"Cosmoem",NA,NA,"VIII",NA,NA,140,NA,0,0,1,0,1,0,2
791,"Solgaleo",NA,NA,"VIII",NA,NA,340,NA,0,3,0,0,0,0,3
792,"Lunala",NA,NA,"VIII",NA,NA,340,NA,0,0,0,3,0,0,3
793,"Nihilego",NA,NA,"VIII",NA,NA,285,NA,0,0,0,0,3,0,3
794,"Buzzwole",NA,NA,"VIII",NA,NA,285,NA,0,1,2,0,0,0,3
795,"Pheromosa",NA,NA,"VIII",NA,NA,285,NA,0,0,0,0,0,3,3
796,"Xurkitree",NA,NA,"VIII",NA,NA,285,NA,0,0,0,3,0,0,3
797,"Celesteela",NA,NA,"VIII",NA,NA,285,NA,0,1,1,1,0,0,3
798,"Kartana",NA,NA,"VIII",NA,NA,285,NA,0,3,0,0,0,0,3
799,"Guzzlord",NA,NA,"VIII",NA,NA,285,NA,3,0,0,0,0,0,3
800,"Necrozma",NA,NA,"VIII",NA,NA,300,NA,0,1,0,2,0,0,3
800,"Necrozma",NA,NA,"VIII",NA,NA,300,NA,0,1,0,2,0,0,3
800,"Necrozma",NA,NA,"VIII",NA,NA,300,NA,0,1,0,2,0,0,3
800,"Necrozma","Dusk Mane",NA,"VIII",NA,NA,340,NA,0,3,0,0,0,0,3
800,"Necrozma","Dusk Mane",NA,"VIII",NA,NA,340,NA,0,3,0,0,0,0,3
800,"Necrozma","Dusk Mane",NA,"VIII",NA,NA,340,NA,0,3,0,0,0,0,3
800,"Necrozma","Dawn Wings",NA,"VIII",NA,NA,340,NA,0,0,0,3,0,0,3
800,"Necrozma","Dawn Wings",NA,"VIII",NA,NA,340,NA,0,0,0,3,0,0,3
800,"Necrozma","Dawn Wings",NA,"VIII",NA,NA,340,NA,0,0,0,3,0,0,3
800,"Necrozma","Ultra Necrozma",NA,"VIII",NA,NA,377,NA,0,1,0,1,0,1,3
800,"Necrozma","Ultra Necrozma",NA,"VIII",NA,NA,377,NA,0,1,0,1,0,1,3
800,"Necrozma","Ultra Necrozma",NA,"VIII",NA,NA,377,NA,0,1,0,1,0,1,3
801,"Magearna",NA,NA,"VIII",NA,NA,300,NA,0,0,0,3,0,0,3
802,"Marshadow",NA,NA,"VIII",NA,NA,300,NA,0,2,0,0,0,1,3
803,"Poipole",NA,NA,"VIII",NA,NA,210,NA,0,0,0,0,0,1,1
804,"Naganadel",NA,NA,"VIII",NA,NA,270,NA,0,0,0,3,0,0,3
805,"Stakataka",NA,NA,"VIII",NA,NA,285,NA,0,0,3,0,0,0,3
806,"Blacephalon",NA,NA,"VIII",NA,NA,285,NA,0,0,0,3,0,0,3
807,"Zeraora",NA,NA,"VIII",NA,NA,300,NA,0,0,0,0,0,3,3
808,"Meltan",NA,NA,"VIII",NA,NA,150,NA,0,1,0,0,0,0,1
809,"Melmetal",NA,NA,"VIII",NA,NA,300,NA,0,3,0,0,0,0,3
810,"Grookey",NA,NA,"VIII",NA,NA,62,NA,0,1,0,0,0,0,1
811,"Thwackey",NA,NA,"VIII",NA,NA,147,NA,0,2,0,0,0,0,2
812,"Rillaboom",NA,NA,"VIII",NA,NA,265,NA,0,3,0,0,0,0,3
813,"Scorbunny",NA,NA,"VIII",NA,NA,62,NA,0,0,0,0,0,1,1
814,"Raboot",NA,NA,"VIII",NA,NA,147,NA,0,0,0,0,0,2,2
815,"Cinderace",NA,NA,"VIII",NA,NA,265,NA,0,0,0,0,0,3,3
816,"Sobble",NA,NA,"VIII",NA,NA,62,NA,0,0,0,0,1,1,2
817,"Drizzile",NA,NA,"VIII",NA,NA,147,NA,0,0,0,2,0,0,2
818,"Inteleon",NA,NA,"VIII",NA,NA,265,NA,0,0,0,0,0,3,3
819,"Skwovet",NA,NA,"VIII",NA,NA,55,NA,1,0,0,0,0,0,1
820,"Greedent",NA,NA,"VIII",NA,NA,161,NA,2,0,0,0,0,0,2
821,"Rookidee",NA,NA,"VIII",NA,NA,49,NA,0,0,0,0,0,1,1
822,"Corvisquire",NA,NA,"VIII",NA,NA,128,NA,0,0,0,0,0,2,2
823,"Corviknight",NA,NA,"VIII",NA,NA,248,NA,0,0,3,0,0,0,3
824,"Blipbug",NA,NA,"VIII",NA,NA,36,NA,0,0,0,0,1,0,1
825,"Dottler",NA,NA,"VIII",NA,NA,117,NA,0,0,0,0,2,0,2
826,"Orbeetle",NA,NA,"VIII",NA,NA,253,NA,0,0,0,0,3,0,3
827,"Nickit",NA,NA,"VIII",NA,NA,49,NA,0,0,0,0,1,0,1
828,"Thievul",NA,NA,"VIII",NA,NA,159,NA,0,0,0,0,2,0,2
829,"Gossifleur",NA,NA,"VIII",NA,NA,50,NA,0,0,0,0,1,0,1
830,"Eldegoss",NA,NA,"VIII",NA,NA,161,NA,0,0,0,0,2,0,2
831,"Wooloo",NA,NA,"VIII",NA,NA,122,NA,0,0,1,0,0,0,1
832,"Dubwool",NA,NA,"VIII",NA,NA,172,NA,0,0,2,0,0,0,2
833,"Chewtle",NA,NA,"VIII",NA,NA,57,NA,0,1,0,0,0,0,1
834,"Drednaw",NA,NA,"VIII",NA,NA,170,NA,0,2,0,0,0,0,2
835,"Yamper",NA,NA,"VIII",NA,NA,54,NA,1,0,0,0,0,0,1
836,"Boltund",NA,NA,"VIII",NA,NA,172,NA,0,0,0,0,0,2,2
837,"Rolycoly",NA,NA,"VIII",NA,NA,48,NA,0,0,1,0,0,0,1
838,"Carkol",NA,NA,"VIII",NA,NA,144,NA,0,0,2,0,0,0,2
839,"Coalossal",NA,NA,"VIII",NA,NA,255,NA,0,0,3,0,0,0,3
840,"Applin",NA,NA,"VIII",NA,NA,52,NA,0,0,1,0,0,0,1
841,"Flapple",NA,NA,"VIII",NA,NA,170,NA,0,2,0,0,0,0,2
842,"Appletun",NA,NA,"VIII",NA,NA,170,NA,2,0,0,0,0,0,2
843,"Silicobra",NA,NA,"VIII",NA,NA,63,NA,0,0,1,0,0,0,1
844,"Sandaconda",NA,NA,"VIII",NA,NA,179,NA,0,0,2,0,0,0,2
845,"Cramorant",NA,NA,"VIII",NA,NA,166,NA,0,0,0,0,2,0,2
845,"Cramorant",NA,NA,"VIII",NA,NA,166,NA,0,0,0,0,2,0,2
845,"Cramorant",NA,NA,"VIII",NA,NA,166,NA,0,0,0,0,2,0,2
846,"Arrokuda",NA,NA,"VIII",NA,NA,56,NA,0,0,0,0,0,1,1
847,"Barraskewda",NA,NA,"VIII",NA,NA,172,NA,0,0,0,0,0,2,2
848,"Toxel",NA,NA,"VIII",NA,NA,48,NA,0,0,0,1,0,0,1
849,"Toxtricity",NA,NA,"VIII",NA,NA,176,NA,0,0,0,2,0,0,2
849,"Toxtricity",NA,NA,"VIII",NA,NA,176,NA,0,0,0,2,0,0,2
850,"Sizzlipede",NA,NA,"VIII",NA,NA,61,NA,0,1,0,0,0,0,1
851,"Centiskorch",NA,NA,"VIII",NA,NA,184,NA,0,2,0,0,0,0,2
852,"Clobbopus",NA,NA,"VIII",NA,NA,62,NA,0,1,0,0,0,0,1
853,"Grapploct",NA,NA,"VIII",NA,NA,168,NA,0,2,0,0,0,0,2
854,"Sinistea",NA,NA,"VIII",NA,NA,62,NA,0,0,0,1,0,0,1
855,"Polteageist",NA,NA,"VIII",NA,NA,178,NA,0,0,0,2,0,0,2
856,"Hatenna",NA,NA,"VIII",NA,NA,53,NA,0,0,0,1,0,0,1
857,"Hattrem",NA,NA,"VIII",NA,NA,130,NA,0,0,0,2,0,0,2
858,"Hatterene",NA,NA,"VIII",NA,NA,255,NA,0,0,0,3,0,0,3
859,"Impidimp",NA,NA,"VIII",NA,NA,53,NA,0,0,0,1,0,0,1
860,"Morgrem",NA,NA,"VIII",NA,NA,130,NA,0,0,0,2,0,0,2
861,"Grimmsnarl",NA,NA,"VIII",NA,NA,255,NA,0,3,0,0,0,0,3
862,"Obstagoon",NA,NA,"VIII",NA,NA,260,NA,0,0,3,0,0,0,3
863,"Perrserker",NA,NA,"VIII",NA,NA,154,NA,0,2,0,0,0,0,2
864,"Cursola",NA,NA,"VIII",NA,NA,179,NA,0,0,0,2,0,0,2
865,"Sirfetch'd",NA,NA,"VIII",NA,NA,177,NA,0,2,0,0,0,0,2
866,"Mr. Rime",NA,NA,"VIII",NA,NA,182,NA,0,0,0,3,0,0,3
867,"Runerigus",NA,NA,"VIII",NA,NA,169,NA,0,0,2,0,0,0,2
868,"Milcery",NA,NA,"VIII",NA,NA,54,NA,0,0,0,0,1,0,1
869,"Alcremie",NA,NA,"VIII",NA,NA,173,NA,0,0,0,0,2,0,2
870,"Falinks",NA,NA,"VIII",NA,NA,165,NA,0,2,0,0,1,0,3
871,"Pincurchin",NA,NA,"VIII",NA,NA,152,NA,0,2,0,0,0,0,2
872,"Snom",NA,NA,"VIII",NA,NA,37,NA,0,0,0,1,0,0,1
873,"Frosmoth",NA,NA,"VIII",NA,NA,166,NA,0,0,0,2,0,0,2
874,"Stonjourner",NA,NA,"VIII",NA,NA,165,NA,0,0,2,0,0,0,2
875,"Eiscue",NA,NA,"VIII",NA,NA,165,NA,0,0,2,0,0,0,2
875,"Eiscue",NA,NA,"VIII",NA,NA,165,NA,0,0,2,0,0,0,2
876,"Indeedee","Male",NA,"VIII",NA,NA,166,NA,0,0,0,2,0,0,2
876,"Indeedee","Male",NA,"VIII",NA,NA,166,NA,0,0,0,2,0,0,2
876,"Indeedee","Female",NA,"VIII",NA,NA,166,NA,0,0,0,0,2,0,2
876,"Indeedee","Female",NA,"VIII",NA,NA,166,NA,0,0,0,0,2,0,2
877,"Morpeko",NA,NA,"VIII",NA,NA,153,NA,0,0,0,0,0,2,2
877,"Morpeko",NA,NA,"VIII",NA,NA,153,NA,0,0,0,0,0,2,2
878,"Cufant",NA,NA,"VIII",NA,NA,66,NA,0,1,0,0,0,0,1
879,"Copperajah",NA,NA,"VIII",NA,NA,175,NA,0,2,0,0,0,0,2
880,"Dracozolt",NA,NA,"VIII",NA,NA,177,NA,0,2,0,0,0,0,2
881,"Arctozolt",NA,NA,"VIII",NA,NA,177,NA,0,2,0,0,0,0,2
882,"Dracovish",NA,NA,"VIII",NA,NA,177,NA,0,0,2,0,0,0,2
883,"Arctovish",NA,NA,"VIII",NA,NA,177,NA,0,0,2,0,0,0,2
884,"Duraludon",NA,NA,"VIII",NA,NA,187,NA,0,0,0,2,0,0,2
885,"Dreepy",NA,NA,"VIII",NA,NA,54,NA,0,0,0,0,0,1,1
886,"Drakloak",NA,NA,"VIII",NA,NA,144,NA,0,0,0,0,0,2,2
887,"Dragapult",NA,NA,"VIII",NA,NA,300,NA,0,0,0,0,0,3,3
888,"Zacian","Hero of Many Battles",NA,"VIII",NA,NA,335,NA,0,0,0,0,0,3,3
888,"Zacian","Hero of Many Battles",NA,"VIII",NA,NA,335,NA,0,0,0,0,0,3,3
888,"Zacian","Crowned Sword",NA,"VIII",NA,NA,360,NA,0,0,0,0,0,3,3
888,"Zacian","Crowned Sword",NA,"VIII",NA,NA,360,NA,0,0,0,0,0,3,3
889,"Zamazenta","Hero of Many Battles",NA,"VIII",NA,NA,335,NA,0,0,0,0,0,3,3
889,"Zamazenta","Hero of Many Battles",NA,"VIII",NA,NA,335,NA,0,0,0,0,0,3,3
889,"Zamazenta","Crowned Shield",NA,"VIII",NA,NA,360,NA,0,0,0,0,0,3,3
889,"Zamazenta","Crowned Shield",NA,"VIII",NA,NA,360,NA,0,0,0,0,0,3,3
890,"Eternatus",NA,NA,"VIII",NA,NA,345,NA,3,0,0,0,0,0,3
890,"Eternatus","Eternamax",NA,"VIII",NA,NA,563,NA,3,0,0,0,0,0,3
891,"Kubfu",NA,NA,"VIII",NA,NA,77,NA,0,1,0,0,0,0,1
892,"Urshifu",NA,NA,"VIII",NA,NA,275,NA,0,3,0,0,0,0,3
892,"Urshifu",NA,NA,"VIII",NA,NA,275,NA,0,3,0,0,0,0,3
893,"Zarude",NA,NA,"VIII",NA,NA,300,NA,0,3,0,0,0,0,3
894,"Regieleki",NA,NA,"VIII",NA,NA,290,NA,0,0,0,0,0,3,3
895,"Regidrago",NA,NA,"VIII",NA,NA,290,NA,3,0,0,0,0,0,3
896,"Glastrier",NA,NA,"VIII",NA,NA,290,NA,0,3,0,0,0,0,3
897,"Spectrier",NA,NA,"VIII",NA,NA,290,NA,0,0,0,3,0,0,3
898,"Calyrex",NA,NA,"VIII",NA,NA,250,NA,3,0,0,0,0,0,3
898,"Calyrex",NA,NA,"VIII",NA,NA,250,NA,3,0,0,0,0,0,3
898,"Calyrex",NA,NA,"VIII",NA,NA,250,NA,3,0,0,0,0,0,3
898,"Calyrex","Ice Rider",NA,"VIII",NA,NA,340,NA,0,3,0,0,0,0,3
898,"Calyrex","Ice Rider",NA,"VIII",NA,NA,340,NA,0,3,0,0,0,0,3
898,"Calyrex","Ice Rider",NA,"VIII",NA,NA,340,NA,0,3,0,0,0,0,3
898,"Calyrex","Shadow Rider",NA,"VIII",NA,NA,340,NA,0,0,0,3,0,0,3
898,"Calyrex","Shadow Rider",NA,"VIII",NA,NA,340,NA,0,0,0,3,0,0,3
898,"Calyrex","Shadow Rider",NA,"VIII",NA,NA,340,NA,0,0,0,3,0,0,3
899,"Wyrdeer",NA,NA,"VIII",NA,NA,263,NA,0,1,0,0,0,0,1
900,"Kleavor",NA,NA,"VIII",NA,NA,175,NA,0,2,0,0,0,0,2
901,"Ursaluna",NA,NA,"VIII",NA,NA,275,NA,0,3,0,0,0,0,3
902,"Basculegion",NA,NA,"VIII",NA,NA,265,NA,2,0,0,0,0,0,2
902,"Basculegion",NA,NA,"VIII",NA,NA,265,NA,2,0,0,0,0,0,2
903,"Sneasler",NA,NA,"VIII",NA,NA,102,NA,0,1,0,0,0,1,2
904,"Overqwil",NA,NA,"VIII",NA,NA,179,NA,0,2,0,0,0,0,2
905,"Enamorus","Incarnate Forme",NA,"VIII",NA,NA,116,NA,0,0,0,3,0,0,3
905,"Enamorus","Incarnate Forme",NA,"VIII",NA,NA,116,NA,0,0,0,3,0,0,3
905,"Enamorus","Therian Forme",NA,"VIII",NA,NA,116,NA,0,3,0,0,0,0,3
905,"Enamorus","Therian Forme",NA,"VIII",NA,NA,116,NA,0,3,0,0,0,0,3
1,"Bulbasaur",NA,NA,"IX",NA,NA,64,NA,0,0,0,1,0,0,1
2,"Ivysaur",NA,NA,"IX",NA,NA,142,NA,0,0,0,1,1,0,2
3,"Venusaur",NA,NA,"IX",NA,NA,263,NA,0,0,0,2,1,0,3
4,"Charmander",NA,NA,"IX",NA,NA,62,NA,0,0,0,0,0,1,1
5,"Charmeleon",NA,NA,"IX",NA,NA,142,NA,0,0,0,1,0,1,2
6,"Charizard",NA,NA,"IX",NA,NA,267,NA,0,0,0,3,0,0,3
7,"Squirtle",NA,NA,"IX",NA,NA,63,NA,0,0,1,0,0,0,1
8,"Wartortle",NA,NA,"IX",NA,NA,142,NA,0,0,1,0,1,0,2
9,"Blastoise",NA,NA,"IX",NA,NA,265,NA,0,0,0,0,3,0,3
10,"Caterpie",NA,NA,"IX",NA,NA,39,NA,1,0,0,0,0,0,1
11,"Metapod",NA,NA,"IX",NA,NA,72,NA,0,0,2,0,0,0,2
12,"Butterfree",NA,NA,"IX",NA,NA,198,NA,0,0,0,2,1,0,3
13,"Weedle",NA,NA,"IX",NA,NA,39,NA,0,0,0,0,0,1,1
14,"Kakuna",NA,NA,"IX",NA,NA,72,NA,0,0,2,0,0,0,2
15,"Beedrill",NA,NA,"IX",NA,NA,198,NA,0,2,0,0,1,0,3
16,"Pidgey",NA,NA,"IX",NA,NA,50,NA,0,0,0,0,0,1,1
17,"Pidgeotto",NA,NA,"IX",NA,NA,122,NA,0,0,0,0,0,2,2
18,"Pidgeot",NA,NA,"IX",NA,NA,240,NA,0,0,0,0,0,3,3
19,"Rattata",NA,NA,"IX",NA,NA,51,NA,0,0,0,0,0,1,1
19,"Rattata",NA,NA,"IX",NA,NA,51,NA,0,0,0,0,0,1,1
20,"Raticate",NA,NA,"IX",NA,NA,145,NA,0,0,0,0,0,2,2
20,"Raticate",NA,NA,"IX",NA,NA,145,NA,0,0,0,0,0,2,2
21,"Spearow",NA,NA,"IX",NA,NA,52,NA,0,0,0,0,0,1,1
22,"Fearow",NA,NA,"IX",NA,NA,155,NA,0,0,0,0,0,2,2
23,"Ekans",NA,NA,"IX",NA,NA,58,NA,0,1,0,0,0,0,1
24,"Arbok",NA,NA,"IX",NA,NA,157,NA,0,2,0,0,0,0,2
25,"Pikachu",NA,NA,"IX",NA,NA,112,NA,0,0,0,0,0,2,2
26,"Raichu",NA,NA,"IX",NA,NA,243,NA,0,0,0,0,0,3,3
26,"Raichu",NA,NA,"IX",NA,NA,243,NA,0,0,0,0,0,3,3
27,"Sandshrew",NA,NA,"IX",NA,NA,60,NA,0,0,1,0,0,0,1
27,"Sandshrew",NA,NA,"IX",NA,NA,60,NA,0,0,1,0,0,0,1
28,"Sandslash",NA,NA,"IX",NA,NA,158,NA,0,0,2,0,0,0,2
28,"Sandslash",NA,NA,"IX",NA,NA,158,NA,0,0,2,0,0,0,2
29,"Nidoran♀",NA,NA,"IX",NA,NA,55,NA,1,0,0,0,0,0,1
30,"Nidorina",NA,NA,"IX",NA,NA,128,NA,2,0,0,0,0,0,2
31,"Nidoqueen",NA,NA,"IX",NA,NA,253,NA,3,0,0,0,0,0,3
32,"Nidoran♂",NA,NA,"IX",NA,NA,55,NA,0,1,0,0,0,0,1
33,"Nidorino",NA,NA,"IX",NA,NA,128,NA,0,2,0,0,0,0,2
34,"Nidoking",NA,NA,"IX",NA,NA,253,NA,0,3,0,0,0,0,3
35,"Clefairy",NA,NA,"IX",NA,NA,113,NA,2,0,0,0,0,0,2
36,"Clefable",NA,NA,"IX",NA,NA,242,NA,3,0,0,0,0,0,3
37,"Vulpix",NA,NA,"IX",NA,NA,60,NA,0,0,0,0,0,1,1
37,"Vulpix",NA,NA,"IX",NA,NA,60,NA,0,0,0,0,0,1,1
38,"Ninetales",NA,NA,"IX",NA,NA,177,NA,0,0,0,0,1,1,2
38,"Ninetales",NA,NA,"IX",NA,NA,177,NA,0,0,0,0,1,1,2
38,"Ninetales",NA,"Alolan","IX",NA,NA,177,NA,0,0,0,0,0,2,2
38,"Ninetales",NA,"Alolan","IX",NA,NA,177,NA,0,0,0,0,0,2,2
39,"Jigglypuff",NA,NA,"IX",NA,NA,95,NA,2,0,0,0,0,0,2
40,"Wigglytuff",NA,NA,"IX",NA,NA,218,NA,3,0,0,0,0,0,3
41,"Zubat",NA,NA,"IX",NA,NA,49,NA,0,0,0,0,0,1,1
42,"Golbat",NA,NA,"IX",NA,NA,159,NA,0,0,0,0,0,2,2
43,"Oddish",NA,NA,"IX",NA,NA,64,NA,0,0,0,1,0,0,1
44,"Gloom",NA,NA,"IX",NA,NA,138,NA,0,0,0,2,0,0,2
45,"Vileplume",NA,NA,"IX",NA,NA,245,NA,0,0,0,3,0,0,3
46,"Paras",NA,NA,"IX",NA,NA,57,NA,0,1,0,0,0,0,1
47,"Parasect",NA,NA,"IX",NA,NA,142,NA,0,2,1,0,0,0,3
48,"Venonat",NA,NA,"IX",NA,NA,61,NA,0,0,0,0,1,0,1
49,"Venomoth",NA,NA,"IX",NA,NA,158,NA,0,0,0,1,0,1,2
50,"Diglett",NA,NA,"IX",NA,NA,53,NA,0,0,0,0,0,1,1
50,"Diglett",NA,NA,"IX",NA,NA,53,NA,0,0,0,0,0,1,1
51,"Dugtrio",NA,NA,"IX",NA,NA,149,NA,0,0,0,0,0,2,2
51,"Dugtrio",NA,NA,"IX",NA,NA,149,NA,0,0,0,0,0,2,2
51,"Dugtrio",NA,"Alolan","IX",NA,NA,149,NA,0,2,0,0,0,0,2
51,"Dugtrio",NA,"Alolan","IX",NA,NA,149,NA,0,2,0,0,0,0,2
52,"Meowth",NA,NA,"IX",NA,NA,58,NA,0,0,0,0,0,1,1
52,"Meowth",NA,NA,"IX",NA,NA,58,NA,0,0,0,0,0,1,1
52,"Meowth",NA,NA,"IX",NA,NA,58,NA,0,0,0,0,0,1,1
52,"Meowth",NA,"Alolan","IX",NA,NA,58,NA,0,0,0,0,0,1,1
52,"Meowth",NA,"Alolan","IX",NA,NA,58,NA,0,0,0,0,0,1,1
52,"Meowth",NA,"Alolan","IX",NA,NA,58,NA,0,0,0,0,0,1,1
52,"Meowth",NA,"Galarian","IX",NA,NA,58,NA,0,1,0,0,0,0,1
52,"Meowth",NA,"Galarian","IX",NA,NA,58,NA,0,1,0,0,0,0,1
52,"Meowth",NA,"Galarian","IX",NA,NA,58,NA,0,1,0,0,0,0,1
53,"Persian",NA,NA,"IX",NA,NA,154,NA,0,0,0,0,0,2,2
53,"Persian",NA,NA,"IX",NA,NA,154,NA,0,0,0,0,0,2,2
54,"Psyduck",NA,NA,"IX",NA,NA,64,NA,0,0,0,1,0,0,1
55,"Golduck",NA,NA,"IX",NA,NA,175,NA,0,0,0,2,0,0,2
56,"Mankey",NA,NA,"IX",NA,NA,61,NA,0,1,0,0,0,0,1
57,"Primeape",NA,NA,"IX",NA,NA,159,NA,0,2,0,0,0,0,2
58,"Growlithe",NA,NA,"IX",NA,NA,70,NA,0,1,0,0,0,0,1
58,"Growlithe",NA,NA,"IX",NA,NA,70,NA,0,1,0,0,0,0,1
59,"Arcanine",NA,NA,"IX",NA,NA,194,NA,0,2,0,0,0,0,2
59,"Arcanine",NA,NA,"IX",NA,NA,194,NA,0,2,0,0,0,0,2
60,"Poliwag",NA,NA,"IX",NA,NA,60,NA,0,0,0,0,0,1,1
61,"Poliwhirl",NA,NA,"IX",NA,NA,135,NA,0,0,0,0,0,2,2
62,"Poliwrath",NA,NA,"IX",NA,NA,255,NA,0,0,3,0,0,0,3
63,"Abra",NA,NA,"IX",NA,NA,62,NA,0,0,0,1,0,0,1
64,"Kadabra",NA,NA,"IX",NA,NA,140,NA,0,0,0,2,0,0,2
65,"Alakazam",NA,NA,"IX",NA,NA,250,NA,0,0,0,3,0,0,3
66,"Machop",NA,NA,"IX",NA,NA,61,NA,0,1,0,0,0,0,1
67,"Machoke",NA,NA,"IX",NA,NA,142,NA,0,2,0,0,0,0,2
68,"Machamp",NA,NA,"IX",NA,NA,253,NA,0,3,0,0,0,0,3
69,"Bellsprout",NA,NA,"IX",NA,NA,60,NA,0,1,0,0,0,0,1
70,"Weepinbell",NA,NA,"IX",NA,NA,137,NA,0,2,0,0,0,0,2
71,"Victreebel",NA,NA,"IX",NA,NA,245,NA,0,3,0,0,0,0,3
72,"Tentacool",NA,NA,"IX",NA,NA,67,NA,0,0,0,0,1,0,1
73,"Tentacruel",NA,NA,"IX",NA,NA,180,NA,0,0,0,0,2,0,2
74,"Geodude",NA,NA,"IX",NA,NA,60,NA,0,0,1,0,0,0,1
74,"Geodude",NA,NA,"IX",NA,NA,60,NA,0,0,1,0,0,0,1
75,"Graveler",NA,NA,"IX",NA,NA,137,NA,0,0,2,0,0,0,2
75,"Graveler",NA,NA,"IX",NA,NA,137,NA,0,0,2,0,0,0,2
76,"Golem",NA,NA,"IX",NA,NA,248,NA,0,0,3,0,0,0,3
76,"Golem",NA,NA,"IX",NA,NA,248,NA,0,0,3,0,0,0,3
77,"Ponyta",NA,NA,"IX",NA,NA,82,NA,0,0,0,0,0,1,1
77,"Ponyta",NA,NA,"IX",NA,NA,82,NA,0,0,0,0,0,1,1
78,"Rapidash",NA,NA,"IX",NA,NA,175,NA,0,0,0,0,0,2,2
78,"Rapidash",NA,NA,"IX",NA,NA,175,NA,0,0,0,0,0,2,2
79,"Slowpoke",NA,NA,"IX",NA,NA,63,NA,1,0,0,0,0,0,1
79,"Slowpoke",NA,NA,"IX",NA,NA,63,NA,1,0,0,0,0,0,1
80,"Slowbro",NA,NA,"IX",NA,NA,172,NA,0,0,2,0,0,0,2
80,"Slowbro",NA,NA,"IX",NA,NA,172,NA,0,0,2,0,0,0,2
80,"Slowbro",NA,"Galarian","IX",NA,NA,172,NA,0,2,0,0,0,0,2
